"","lon","lat"
"771",-79.416387,43.72948
"772",-81.289697,42.983407
"773",-79.237022,43.130967
"774",-79.468886,43.641932
"775",-79.740374,43.6535
"776",-75.863067,45.363005
"777",-123.112586,49.25619
"778",-79.418519,43.680508
"779",-79.360975,43.680872
"780",-121.960891,49.118476
"781",-123.01928,49.280754
"782",-81.282625,43.035766
"783",-79.967978,43.250213
"784",-79.788346,43.39874
"785",-122.854778,49.249246
"786",-79.709504,43.392871
"788",-122.917524,49.232803
"789",-79.382811,43.13282
"790",-79.969316,43.251812
"791",-80.967701,43.379
"792",-75.715759,45.388796
"793",-75.656619,45.453706
"794",-79.425142,43.676462
"795",-81.247345,42.961872
"796",-81.26991,43.009369
"797",-79.762038,43.434167
"798",-123.080479,49.253859
"799",-122.784681,49.279147
"800",-122.754678,49.280272
"801",-82.908895,42.144775
"802",-82.819702,42.157826
"803",-83.009145,42.321549
"804",-81.171228,42.781523
"805",-80.304903,42.844635
"806",-80.305507,42.844664
"807",-78.948933,42.883241
"808",-81.343955,42.947899
"809",-81.267363,43.001251
"810",-81.217562,43.024837
"811",-81.217343,43.024844
"812",-79.103684,43.106945
"813",-79.792743,43.218845
"814",-79.959383,43.229584
"815",-79.956597,43.231425
"816",-79.75273,43.381737
"817",-80.477935,43.459936
"818",-80.242746,43.568892
"819",-79.625216,43.584238
"820",-79.619904,43.607824
"821",-79.735434,43.623633
"822",-79.51872,43.64533
"823",-79.416821,43.663013
"824",-79.402154,43.665745
"825",-79.428513,43.687282
"826",-79.39383,43.69162
"827",-79.395526,43.6959
"828",-79.413095,43.733487
"829",-79.431305,43.839263
"830",-78.686732,43.911442
"831",-76.938056,44.238667
"832",-75.735399,45.381045
"833",-75.799421,45.392294
"834",-75.69088,45.417203
"835",-75.688578,45.417823
"836",-75.712197,45.435987
"837",-75.721854,45.440036
"838",-73.592932,45.469737
"839",-73.585668,45.484738
"840",-73.605018,45.511145
"841",-73.612796,45.515338
"842",-73.602507,45.524999
"843",-73.569955,45.55417
"844",-123.709363,48.777496
"845",-122.219484,49.050109
"846",-122.312806,49.068844
"847",-122.830828,49.136464
"848",-121.964972,49.177128
"849",-122.795905,49.19782
"850",-122.937738,49.215368
"851",-122.579033,49.224997
"852",-122.786761,49.238357
"853",-123.085151,49.246674
"854",-123.081898,49.257271
